"paragraph","label"
"* 新增举报功能，可举报：使用外挂、谩骂玩家、消极游戏、恶意挂机；* 现在天打雷劈效果会随玩家的邪煞值增加而提高频率；* 签到商店上架商品【食谱·麒麟鲈鱼】，可前往步云洲千叶莲台宝物商人雷阳处购买；* 优化多套装备方案配置；* 现在可以直接对仓库内道具进行分解和提取了；* 修复使用微软拼音输入法可能导致的卡按键问题；* 修复了过场动画中部分布料未能正确启用的问题；* 修复提升饱食度可能直接加经验的问题；* 修复拔仙台委托任务【道心仁心】没有任务追踪的问题；* 修复上淮青野委托任务【借酒传心】找不到交付目标项东野的问题；* 修复站在渭川塬归义林山洞外的山上时地图错误显示归义林山洞的问题；* 修复小概率发生的在太华山偃甲飞行过程中使用自行了断，被传送到错误地点的问题；* 修复盟会五人秘境任务不计数的问题；* 修正成就【饱食主义】的完成条件；* 修复成就【鲸歌】无法完成的问题；* 修复成就【让你三招无妨】可通过其他形式增加进度的问题；* 修复成就【去粗取精】只统计次数而未统计实际数量的问题；* 修复可反复使用一个心念幻象道具快速获得相关系列成就的问题；* 藏品【龙星石】变身龙星阵不再可交互，且无法在十洲剑试、铭锋论剑中使用；* 藏品【龙星石】升级表现调整为：2级可变身，3级有一只黄鼬妖守护，4级有两只黄鼬妖守护；* 藏品【雪溪童的蛋】效果调整为不可交互，当玩家穿过蛋时，会被蛋内的雪溪童谴责；* 修复上淮青野藏品【咸鱼】无法交互获取的问题；* 修复清凉道寒漪掉落的【蛛丝赤穗】堆叠数与其他五人本秘境首领掉落材料堆叠数不一致的问题；* 提升了嗅宝罗盘的提示精确度；* 修复点亮星蕴【咸池】后，喂养增加1点饱食度的物品不再增加照影饱食度的问题；","通用调整"
"【界面调整】","通用调整"
"* 新增roll点功能，使用方式：在聊天栏输入 /roll；* 系统菜单角色项新增烹饪子项，不在灶台附近时也可通过快捷键【ctrl+I】或点击烹饪按钮打开烹饪界面，此时可查看菜谱但不能进行烹饪；* 优化右键菜单各选项的分类与排序，简化选项名字；* 饮血目标时将弹出确认框；* 打开批量购买界面时将默认选中输入框内容；* 现在可以在社交界面的好友、师徒分页中直接查看玩家所处的场景了；* 优化私聊体验，增加任务栏闪烁和音效；* 优化目标头顶界面，当目标归属权不属于自己时，不再提示【仅任务掉落】字样，只保留血条为灰色的表现；* 目标的盟会信息将显示在血条下方；* 目标的头衔与称号不再于战斗状态时隐藏了；* 修复某些情况下选中目标后，目标头顶的功能图标消失的问题；* 修复某些情况下部分目标的血条和仇恨标识不显示的问题；* 优化了威胁监控排序规则，现在完全按威胁比例的高低进行排序了；* 调整内容获取界面获得道具时的合并规则，现在只合并能堆叠在一个道具格中的道具提示，且只显示最后一次的数量变化，不再显示累积值；* 装备类道具在装备后会在内容获取界面被标记为【当前装备】；* 内容获取界面增加了获得星魄的提示；* 优化目标在破金身状态下非剑技能伤害数值的样式；* 优化战斗数字的运动动画；* 修复十洲剑试结算界面时间显示不正确的问题；* 优化十洲剑试中连续击败对手的跳字动画效果；* 调整十洲剑试以及铭锋论剑排队时的文本；* 修复铭锋论剑结算界面战阶图标显示有误的问题；* 优化队伍面板的缩放效果；* 优化队伍面板拖拽队员时悬浮框的位置，使之更容易放准；* 调整斩风星蕴点位置，避免被遮挡；* 调整部分星蕴属性描述，使之更为易懂；* 修复星蕴动画播放速度不正确的问题；* 修复有队员离队时，会无差别跳出补人提示的问题；* 修复龙星商会商品价格没有以单价排序的问题；* 优化聊天框连续英文符号的换行处理；* 现在聊天框单条消息显示表情数量不可超过5个了；* 现在网络延迟数字将更准确显示；","通用调整"
"【数值调整】* 修复蕴灵属性【妙悟】实际加成值不正确的问题* 玩家在多人PVP中受到的范围伤害降低；* 铭锋论剑中【竞技者】状态承疗降低效果由60%调整为30%；* 降低击败秘境小怪可获得的经验；","职业调整"
"以上公告内容，请各位仙家弟子互相转告，合理安排游戏时间，提前做好下线准备，维护期间给您带来的不便，敬请谅解。祝大家游戏愉快！","格式"
"开发者的话：","格式"
"尊敬的玩家们，在本次凌云内测开始以后，我们广泛收集了大家在各个渠道中的意见反馈。对于其中的一些热点问题，例如采集资源过于紧张和成就奖励通用星魄点造成不同类型的玩家难以获得需求的能力等，我们非常重视并在积极准备优化方案；在当前的测试版本尚存诸多问题，对大家造成了各种各样的困扰，为此我们深表歉意并将持续改进。非常感谢大家参与这次测试，感谢大家为制作出更好的《古剑奇谭网络版》贡献力量！","格式"
"有你们，《古剑奇谭网络版》一定会越来越好！","格式"
"2018年7月19日","格式"
"【数值调整】* 修复蕴灵属性【妙悟】实际加成值不正确的问题* 玩家在多人PVP中受到的范围伤害降低；* 铭锋论剑中【竞技者】状态承疗降低效果由60%调整为30%；* 降低击败秘境小怪可获得的经验；","通用调整"
"《古剑奇谭网络版》将于7月12日上午6:00-8:00进行全服更新维护，维护时间预计2个小时。在维护期间，您将无法登录服务器。如果在预定时间内无法完成维护内容，开服时间也将继续顺延。","格式"
"【新增玩法】","通用调整"
"* 新增玩法：“灵关突破”，仙家弟子可从步云州瑶天殿东部平台尽头的固灵台进入；","通用调整"
"* 参与条件：达成秘境乌诏夜摩城（困难）、梦魇慈恩寺（困难）、清凉道（困难）、愁城狱（困难）、江流堙墟（困难）等5个成就，即可触发 “初识灵关”的任务，完成该任务即可与固灵台交互，参与“灵关突破”。","通用调整"
"【新增秘境】","PVE"
"* 开放秘境玄九玉府普通难度，仙家弟子可结伴从终南山麓九龙潭南方的入口前往玄九玉府。","PVE"
"* 全职业施放剑技能时处于免疫控制状态；","职业调整"
"* 解除浮空、倒地时所需的QTE难度降低；","职业调整"
"* 治疗职业攻击技能耗蓝降低、由受攻击力加成改为受主属性加成。","职业调整"
"#天罡：","职业调整"
"* 修复星蕴特技选择【岂曰无衣】时，【奔袭】技能描述中出现错误内容的问题。","职业调整"
"# 斩风：","职业调整"
"* 【任我行】、【燕去也】、【燕回还】调整为可以在卷云斩蓄力时施展，并不打断卷云斩蓄力；","职业调整"
"* 修复酩酊诀专精下，查看【惊风刃】描述下的弹铗九问的效果为回复1点醉意的问题。","职业调整"
"# 御剑：","职业调整"
"* 优化了闪避动作会有微量滑步的问题；","职业调整"
"* 优化【玄凝剑影】落点，使其在坡度较大的位置具有正常表现。","职业调整"
"# 司命：","职业调整"
"* 修复【承天暮】技能描述中施放距离显示错误的问题。","职业调整"
"#咒隐：","职业调整"
"* 修复在交互引导过程中使用【尘烟隐】及【化幽芳】不会打断交互引导的问题；","职业调整"
"* 剑技能【灵巫饲蛊】调整为范围伤害；","职业调整"
"* 被动【腾蛇乘雾】调整为：【灵蛇引】调息时间降低30秒，灵蛇幻影将不再攻击敌对目标，施展【海雾藏】每造成1次治疗都将命令灵蛇幻影对12米内1名随机友方目标回复生命并施加3秒“蛊雾”效果；","职业调整"
"* 噬心蛊描述补充：对非玩家目标每层伤害加成提升至20%。","职业调整"
"* 修复十洲剑试中持续性伤害会打断开启灵穴的问题；","通用调整"
"* 修复十洲剑试中失败方没有获得积分时无法获取奖励的问题；","通用调整"
"* 调整十洲剑试与铭锋论剑阻挡墙为靠近显示；","PVP"
"* 调整铭锋论剑场景地形；","PVP"
"* 修复劲锋疾雨委托达成后没有追踪信息的问题；","通用调整"
"* 提高玩家在劲锋疾雨活动中获得风皇天舆阵或太和御气诀状态时的生命上限；","PVX"
"* 提高劲锋疾雨活动的十洲令奖励。","PVX"
"* 修复斗战狂沙群疗道具效果与描述不符的问题。","通用调整"
"* 修复浴日光阵小组赛三组都决出胜者后没有直接开始决赛的问题；","通用调整"
"* 修复浴日光阵夺冠延迟的问题；","通用调整"
"* 调整浴日光阵活动各阶段的持续时间；","PVX"
"* 调整浴日光阵射球小游戏为第一人称射击视角；","通用调整"
"* 浴日光阵每次对决开始时提示对决的玩家名字；","通用调整"
"* 浴日光阵中士地公公道具设为不可出售；","通用调整"
"* 删除赤羽金灵引导任务奖励中的废弃道具；","通用调整"
"* 去除使用阎浮灯后的10分钟离魂状态；","通用调整"
"* 调整青灯引渡日常任务，现在击败任意难度鬼魂都可完成委托。","通用调整"
"【秘境调整】","PVE"
"* 愁城狱：修复厉小棠的冰冻伤害没有正确显示在负面效果区域的问题；","PVE"
"* 愁城狱：修复厉小棠身边的隐形阻挡高度过低的问题；","PVE"
"* 愁城狱：现在厉小棠身边的刀柱机关将会对附近的玩家造成伤害；","PVE"
"* 乌诏夜摩城：修复乌夜羽·荒变战斗中不能正确触发玩家的被动技能的问题；","PVE"
"* 乌诏夜摩城：修复变异士兵会追杀已重伤玩家的问题；","PVE"
"* 乌诏夜摩城：调整了乌夜羽大帐的阻挡地形；","PVE"
"* 乌诏夜摩城：乌夜羽的命令现在会一定时间内强化士兵；","PVE"
"* 乌诏夜摩城：乌夜羽现在会在士兵数量过少时召集新的手下助战，而不是发令攻击；","PVE"
"* 乌诏夜摩城：乌夜羽冲锋时挥舞兵器不会造成额外的一次伤害了；","PVE"
"* 乌诏夜摩城：伊伽陀战斗增加了战斗音乐；","PVE"
"* 清凉道：缩小了呱大壮所在区域的战斗范围；","PVE"
"* 江流堙墟：修复了千钧尊者无法唤醒荒人的问题；","PVE"
"* 优化获取铭锋印、十洲令、乘云令达到上限时的提示；","PVP"
"* 修复聊天框设置按钮会消失的问题；","通用调整"
"* 修复界面整体缩放值设置无效的问题；","通用调整"
"* 新增吟唱条界面的自定义设置；","通用调整"
"* 修复问道修行可提前领到超出当前等级的奖励的问题；","通用调整"
"* 修复问道修行界面开光后的秘境目标描述有误的问题；","通用调整"
"* 修复完成部分活动也能达成问道修行界面中秘境目标的问题；","职业调整"
"* 修复打开龙星榜界面时打开或关闭其他界面会产生错误的问题；","通用调整"
"* 修复小概率出现的龙星榜翻页导致死循环的问题；","通用调整"
"* 修复未进入任何排名时点击龙星榜-我的排名后，tips不会消失的问题；","通用调整"
"* 修复进入历程难度秘境会清除秘境进度面板中的进度的问题；","通用调整"
"* 修复十洲剑试结算界面名字不对的问题；","通用调整"
"* 修复偶发的聊天栏技能tip内容错位问题；","通用调整"
"* 修复系统组队界面会在特定操作下残留的问题；","通用调整"
"* 修复法宝满级后不显示等级的问题；","通用调整"
"* 修复小龙人引导中血露薇引导提示关不掉的问题；","通用调整"
"* 修复个别计时界面时间数字偏移的问题；","通用调整"
"* 调整战斗教学任务目标界面的字体颜色；","通用调整"
"* 新增随机的地图加载提示，介绍困难难度秘境会出现的强敌的具体效果。","PVE"
"【数值调整】","通用调整"
"* 提高世界首领的奖励；","通用调整"
"* 修复下线时邪煞之气增减值有误的问题；","通用调整"
"* 降低天罡升阶任务的数值强度；","通用调整"
"* 修复接取【博异抄•日刊】委托时异常发放经验奖励的问题；","通用调整"
"* 修复青灯引渡中击败出现的碧油唧可能无奖励的问题。","通用调整"
"* 修复照影技能【归源】、【通幽】同时激活时只能触发一个的问题；","职业调整"
"【其他调整】","通用调整"
"* 修复切场景后小概率出现角色不断下坠的问题；","通用调整"
"* 修复完成秘境后，队长离队导致队员被传出秘境的问题；","PVE"
"* 修复夜摩城秘境中变身状态禁用道具的问题；","通用调整"
"* 修复可重复领取【清剿愁城狱】委托，导致重复获得无法丢弃的奖励物品的问题；","通用调整"
"* 修复阴风洞的黄七爷移动表现不正确的问题；","通用调整"
"* 修复夜摩城秘境中播放过场动画后可能出现性能下降的问题；","通用调整"
"* 修复藏品【江枫渔火】冷却时间有误的问题；","职业调整"
"* 修复列传【一躯难求】找不到目标NPC罗咤的问题；","职业调整"
"* 修复天罡升阶任务过程中容易被怪击出圈或自己跳出圈从而脱战的问题；","通用调整"
"* 修复道具【镇宅石晴】无法出售的问题；","通用调整"
"* 修复不能修改快速选择队友的快捷键的问题；","通用调整"
"* 修复玩家在屠戮状态切到安全区域屠戮状态不会消失的问题；","通用调整"
"* 优化交通过程中的运动效果；","职业调整"
"2018年7月11日","格式"
"《古剑奇谭网络版》将于7月10日上午6:00-8:00进行全服更新维护，维护时间预计2个小时。在维护期间，您将无法登录服务器。如果在预定时间内无法完成维护内容，开机时间也将继续顺延。","格式"
"【职业优化】","职业调整"
"天罡：","职业调整"
"* 修复【升龙息】触发时无法使用【岿然金城】的问题","职业调整"
"斩风：","职业调整"
"* 修复选择【羿日式】后，【踏日逐天】的附加描述错误的问题","职业调整"
"御剑：","职业调整"
"* 修复通用技能【先天养命阵】治疗量远高于预估的问题","职业调整"
"司命：","职业调整"
"* 修复在切换区域后有小概率发生消耗女娲符文的技能可无限施放，但没有实际效果的问题","职业调整"
"* 调整无法受到【尽日飞花】效果的减益提示，不再显示在团队面板","职业调整"
"* 调整司命星蕴特技【零落】、【千红】治疗量提升，调整【零落】限制的【唤丛芳】的调息时间为25秒","职业调整"
"* 调整司命【唤丛芳】初始吟唱为1秒，二级升级点调整为减少1秒吟唱时间","职业调整"
"* 司命【云瑞】治疗量部分提升","职业调整"
"咒隐：","职业调整"
"* 【化幽芳】的最大持续时间调整为30秒","职业调整"
"* 修复选择【飞蛾蛊】后，【噬心蛊】附加的描述与【飞蛾蛊】描述不一致的问题","职业调整"
"* 秦陵之盟杂货商中增加道具【古旧的纹缎】，使用即可获得乘月(三段跳)能力","通用调整"
"* 调整劲锋疾雨、荡尽修罗、浴日光阵、斗战狂沙活动为跨服活动，更新后即可匹配到其他服务器玩家","PVX"
"* 为了优化游戏体验，在完成升阶任务时可获得整套开光境界初级防具(35装等/双专精适用)，已达到开光境界的玩家也会获得相关补偿","通用调整"
"* 在步云洲瑶天殿中增加【十洲新人商店】，提供入门级PVP装备(40装等)，胜利一场十洲剑试即可获得购买整套入门PVP装备的资源(该价格仅针对本次测试)","通用调整"
"* 在开光境界后，若低于服务器当前境界层数较多，即可获得增益效果，提升经验获取效率。","通用调整"
"* 增强各地守卫的能力","通用调整"
"* 铭锋论剑中增加反隐匿机制","通用调整"
"* 新增自定义单个界面大小的功能","通用调整"
"* 世界首领战斗区域附近增加杂货商","通用调整"
"* 限制防御专精角色进行铭锋论剑、十洲剑试排队","PVP"
"* 新增材料来源显示，可通过乾坤袋查看各类材料的获取途径了","通用调整"
"* 优化司命升阶任务说明，解决切换场景后找不到传送npc的问题","通用调整"
"* 调整buff/debuff图标剩余时间的显示，使之更加醒目","通用调整"
"* 调整""职业""聊天频道的文字颜色，使之和""组队""聊天频道区分更明显","通用调整"
"* 调整【孟季长日记】为不绑定、且可获得多个","通用调整"
"【玩法优化】","通用调整"
"劲锋疾雨：","通用调整"
"* 调整劲峰疾雨活动入口至步云洲，可通过携风台NPC静流与侍笛进入活动","PVX"
"* 修复劲锋疾雨活动场景卡顿的问题","通用调整"
"* 优化达成劲锋疾雨任务时的提示","通用调整"
"斗战狂沙：","PVP"
"* 修复斗战狂沙第一阶段咒隐隐身会在大地图与小地图显示的问题","PVP"
"* 修复斗战狂沙画地为牢技能造成多次伤害的问题","PVP"
"* 优化斗战狂沙中击败其他玩家后掉落的檀心贯获取方式，从交互获取改为碰撞获取","PVP"
"* 优化斗战狂沙过渡阶段的阻挡表现，改为靠近显示","PVP"
"* 完成斗战狂沙后会根据本场表现发放声望奖励","PVP"
"真实之境：","PVX"
"* 优化真实之境的视距，初始默认视距会更远","通用调整"
"四海生金：","PVX"
"* 降低四海生金日常任务达成的难度","PVX"
"* 修复四海生金日常任务奖励过低的问题","PVX"
"* 通过四海生金赏获得的特殊渔产，除锦鲤外均调整为可食用，食用增加7点饱食度、3点照影经验","PVX"
"* 调整了在放生池垂钓的系统提示","PVX"
"赤羽金令：","通用调整"
"* 修复赤羽金令开放超出当前等级的日常任务的问题","通用调整"
"青灯引渡：","通用调整"
"* 修复青灯引渡击杀任务目标不加任务进度的问题","通用调整"
"* 修复鬼狮子创建时穿到阶梯里的问题","通用调整"
"* 修复青灯引渡任务目标体型缩放不正确的问题","通用调整"
"* 修复青灯引渡获得的三魂可以使用的问题","通用调整"
"* 调整青灯引渡首领各难度刷新概率","通用调整"
"* 调整青灯引渡首领刷新时间，普通首领刷新时间为2分30秒，团队首领刷新时间为10分钟","通用调整"
"* 增加世界首领的奖励","通用调整"
"* 调整烹饪食材的价格","PVE"
"* 修改部分食材提供的照影经验","通用调整"
"* 降低清正值相关日常任务的奖励","通用调整"
"* 调整开光后通过采集获取的经验","通用调整"
"2018年7月10日","格式"
"《古剑奇谭网络版》将于7月7日上午6：00-8：00进行全服更新维护，维护时间预计2个小时。在维护期间，您将无法登录服务器。如果在预定时间内无法完成维护内容，开机时间也将继续顺延。","格式"
"【界面优化】","通用调整"
"* 修复问道修行界面红点提示和领奖不匹配问题；","通用调整"
"* 修复等级达到开光后经验显示不正确的问题；","通用调整"
"* 外装界面分类标题栏增加Tips；","通用调整"
"* 优化龙星榜的描述和表现；","通用调整"
"* 为了避免产生职业辨识度方面的误导，调整了天罡职业称号的颜色；","通用调整"
"【体验优化】","通用调整"
"* 修复渭川源公主念信的声音过多播放的问题；","通用调整"
"* 修复长安读信时辰溪周围的声音过多播放的问题；","通用调整"
"* 修复二三段跳跃的飞天问题；","通用调整"
"* 修复小概率发生的玩家飞天问题；","通用调整"
"* 修复小概率发生的坐骑移动滑步问题；","通用调整"
"* 三大法宝怪物数值优化；","通用调整"
"* 降低历程难度5人秘境的数值强度；","PVE"
"* 调整部分列传NPC等级；","通用调整"
"* 优化配方学习筛选；","通用调整"
"【功能优化】","通用调整"
"* 修复副本龙星阵传送功能无效的问题；","通用调整"
"* 修复活动图标有时无法点击的问题；","通用调整"
"* 修复部分NPC的种族和掉落不正确的问题；","通用调整"
"* 修复历程难度秘境中梦魇魔将不能离开愤怒状态的问题；","PVE"
"* 修复道具通过邮件发送后就变为绑定的问题；","PVX"
"* 修复一些情况下召请其他玩家失败的问题；","PVX"
"* 修复没有信使的时候发送邮件也能放附件的问题；","PVX"
"* 修复使用五岳真形图后隐藏其他玩家选项失效的问题；","PVX"
"* 修复对未达到开光等级的玩家屠杀保护失效的问题；","PVP"
"【技能优化】","职业调整"
"* 修复司命技能【启元】/【鸿蒙】硬直的问题；","职业调整"
"* 修复天罡【岿然金城】技能无法免控的问题；","职业调整"
"* 降低了治疗专精下的输出技能的伤害；","职业调整"
"* 司命【零落】治疗量提升，【望日】治疗标记延长至5秒；","职业调整"
"* 修复钓鱼释放过程中能够转向的问题；","PVX"
"* 修改剑技能相关任务，不再需要采集材料；","PVX"
"* 修复灵兽列传无法完成的问题；","PVX"
"* 修复问道修行中的烹饪无法完成的问题；","PVX"
"* 修复配方来源中学习状态未更新的问题 ；","PVX"
"* 修复部分赤羽金令奖励不正确的问题 ；","PVE"
"* 修复列传【寄身相诛杀令】不能正确完成的问题；","PVX"
"* 修复渭川塬挖宝【一个西瓜】无法获得的问题；","PVX"
"* 优化赤羽金令怪物的战斗表现。","PVE"
"【更新内容】","格式"
"* 新增奇珍异宝商店；","商城"
"* 新增秘境每日任务的奖励；","PVE"
"* 增加了原材料道具的掉落率；","PVP"
"2018年7月7日","格式"
